Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)
LmjF.03.0270	LmjF.03.0270:mRNA	Leishmania major strain Friedlin	LmjF.03:66,059..73,123(+)	FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative	LmxM.03.0270
LmjF.03.0320	LmjF.03.0320:mRNA	Leishmania major strain Friedlin	LmjF.03:90,197..93,295(+)	hypothetical protein, conserved	LmxM.03.0320
LmjF.03.0350	LmjF.03.0350:mRNA	Leishmania major strain Friedlin	LmjF.03:99,582..104,165(+)	protein kinase, putative	LmxM.03.0350
LmjF.03.0360	LmjF.03.0360:mRNA	Leishmania major strain Friedlin	LmjF.03:108,057..113,039(+)	hypothetical protein	LmxM.03.0360
LmjF.03.0460	LmjF.03.0460:mRNA	Leishmania major strain Friedlin	LmjF.03:155,368..158,556(+)	hypothetical protein	LmxM.03.0460
LmjF.03.0490	LmjF.03.0490:mRNA	Leishmania major strain Friedlin	LmjF.03:172,451..175,633(+)	hypothetical protein, conserved	LmxM.03.0490
LmjF.03.0500	LmjF.03.0500:mRNA	Leishmania major strain Friedlin	LmjF.03:176,969..178,687(+)	phosphate-Repressible Phosphate Permease-like protein	LmxM.03.0500
LmjF.03.0510	LmjF.03.0510:mRNA	Leishmania major strain Friedlin	LmjF.03:181,156..188,820(+)	kinetoplastid-specific dual specificity phosphatase, putative	LmxM.03.0510
LmjF.03.0530	LmjF.03.0530:mRNA	Leishmania major strain Friedlin	LmjF.03:193,668..200,246(+)	hypothetical protein, conserved	LmxM.03.0530
LmjF.04.1090	LmjF.04.1090:mRNA	Leishmania major strain Friedlin	LmjF.04:407,119..411,459(-)	hypothetical protein, conserved	LmxM.04.1090
LmjF.04.1140	LmjF.04.1140:mRNA	Leishmania major strain Friedlin	LmjF.04:423,686..424,588(-)	hypothetical protein	LmxM.04.1140
LmjF.05.0770	LmjF.05.0770:mRNA	Leishmania major strain Friedlin	LmjF.05:286,394..290,464(+)	hypothetical protein, unknown function	LmxM.05.0770
LmjF.08.0670	LmjF.08.0670:mRNA	Leishmania major strain Friedlin	LmjF.08:286,603..287,217(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0680	LmjF.08.0680:mRNA	Leishmania major strain Friedlin	LmjF.08:292,482..293,096(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0690	LmjF.08.0690:mRNA	Leishmania major strain Friedlin	LmjF.08:298,369..298,983(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0700	LmjF.08.0700:mRNA	Leishmania major strain Friedlin	LmjF.08:304,253..304,852(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0710	LmjF.08.0710:mRNA	Leishmania major strain Friedlin	LmjF.08:310,119..310,733(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0720	LmjF.08.0720:mRNA	Leishmania major strain Friedlin	LmjF.08:316,001..316,600(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0730	LmjF.08.0730:mRNA	Leishmania major strain Friedlin	LmjF.08:321,867..322,481(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0740	LmjF.08.0740:mRNA	Leishmania major strain Friedlin	LmjF.08:327,755..328,354(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0750	LmjF.08.0750:mRNA	Leishmania major strain Friedlin	LmjF.08:333,620..334,234(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0760	LmjF.08.0760:mRNA	Leishmania major strain Friedlin	LmjF.08:339,496..340,095(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.08.0770	LmjF.08.0770:mRNA	Leishmania major strain Friedlin	LmjF.08:345,364..345,963(+)	amastin-like protein	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.09.1400	LmjF.09.1400:mRNA	Leishmania major strain Friedlin	LmjF.09:533,891..535,507(-)	hypothetical protein, unknown function	LmxM.09.1400
LmjF.10.0030	LmjF.10.0030:mRNA	Leishmania major strain Friedlin	LmjF.10:11,909..13,390(-)	phosphate-Repressible Phosphate Permease-like protein	LmxM.03.0500
LmjF.10.0710	LmjF.10.0710:mRNA	Leishmania major strain Friedlin	LmjF.10:342,674..344,140(-)	amino acid permease 24, putative	LmxM.10.0720
LmjF.10.0715	LmjF.10.0715:mRNA	Leishmania major strain Friedlin	LmjF.10:345,505..346,971(-)	amino acid permease 24, putative	LmxM.10.0720
LmjF.10.0720	LmjF.10.0720:mRNA	Leishmania major strain Friedlin	LmjF.10:348,336..349,802(-)	amino acid permease 24, putative	LmxM.10.0720
LmjF.10.1300	LmjF.10.1300:mRNA	Leishmania major strain Friedlin	LmjF.10:556,391..557,872(+)	phosphate-Repressible Phosphate Permease-like protein	LmxM.03.0500
LmjF.11.1020	LmjF.11.1020:mRNA	Leishmania major strain Friedlin	LmjF.11:418,503..424,133(+)	hypothetical protein, conserved	LmxM.11.1020
LmjF.11.1090	LmjF.11.1090:mRNA	Leishmania major strain Friedlin	LmjF.11:460,549..461,904(+)	palmitoyl acyltransferase 7, putative	LmxM.11.1090
LmjF.11.1100	LmjF.11.1100:mRNA	Leishmania major strain Friedlin	LmjF.11:464,294..465,733(+)	Lanosterol 14-alpha demethylase	LmxM.11.1100
LmjF.11.1160	LmjF.11.1160:mRNA	Leishmania major strain Friedlin	LmjF.11:474,571..478,047(+)	protein transport protein SEC31, putative	LmxM.11.1160
LmjF.11.1220	LmjF.11.1220:mRNA	Leishmania major strain Friedlin	LmjF.11:500,104..505,434(+)	ATP-binding cassette protein subfamily A, member 2, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.11.1240	LmjF.11.1240:mRNA	Leishmania major strain Friedlin	LmjF.11:510,352..516,078(+)	ATP-binding cassette protein subfamily A, member 3, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.11.1250	LmjF.11.1250:mRNA	Leishmania major strain Friedlin	LmjF.11:520,967..526,297(+)	ATP-binding cassette protein subfamily A, member 4, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.11.1270	LmjF.11.1270:mRNA	Leishmania major strain Friedlin	LmjF.11:531,133..536,517(+)	ATP-binding cassette protein subfamily A, member 5, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.11.1290	LmjF.11.1290:mRNA	Leishmania major strain Friedlin	LmjF.11:545,392..551,310(+)	ATP-binding cassette protein subfamily A, member 6, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.11.1350	LmjF.11.1350:mRNA	Leishmania major strain Friedlin	LmjF.11:570,858..571,577(+)	hypothetical protein, conserved	LmxM.11.1350
LmjF.11.1380	LmjF.11.1380:mRNA	Leishmania major strain Friedlin	LmjF.11:578,961..580,121(+)	Variant SH3 domain containing protein, putative	LmxM.11.1380
LmjF.12.0730	LmjF.12.0730:mRNA	Leishmania major strain Friedlin	LmjF.12:522,368..524,011(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0740	LmjF.12.0740:mRNA	Leishmania major strain Friedlin	LmjF.12:514,444..516,726(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.0755	LmjF.12.0755:mRNA	Leishmania major strain Friedlin	LmjF.12:468,337..470,049(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0760	LmjF.12.0760:mRNA	Leishmania major strain Friedlin	LmjF.12:471,517..473,280(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0765	LmjF.12.0765:mRNA	Leishmania major strain Friedlin	LmjF.12:484,652..486,370(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0780	LmjF.12.0780:mRNA	Leishmania major strain Friedlin	LmjF.12:478,552..479,679(+)	surface antigen protein 2 precursor	LmxM.12.0890
LmjF.12.0810	LmjF.12.0810:mRNA	Leishmania major strain Friedlin	LmjF.12:491,781..492,938(+)	promastigote surface antigen protein 2 PSA2	LmxM.12.0890
LmjF.12.0830	LmjF.12.0830:mRNA	Leishmania major strain Friedlin	LmjF.12:498,186..500,132(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0850	LmjF.12.0850:mRNA	Leishmania major strain Friedlin	LmjF.12:505,413..507,302(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0860	LmjF.12.0860:mRNA	Leishmania major strain Friedlin	LmjF.12:382,553..384,883(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.0870	LmjF.12.0870:mRNA	Leishmania major strain Friedlin	LmjF.12:407,249..408,892(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0890	LmjF.12.0890:mRNA	Leishmania major strain Friedlin	LmjF.12:414,606..415,793(+)	promastigote surface antigen 38S	LmxM.12.0890
LmjF.12.0910	LmjF.12.0910:mRNA	Leishmania major strain Friedlin	LmjF.12:421,097..422,635(+)	promastigote surface antigen protein PSA	LmxM.12.0890
LmjF.12.0920	LmjF.12.0920:mRNA	Leishmania major strain Friedlin	LmjF.12:433,739..435,277(+)	promastigote surface antigen protein PSA	LmxM.12.0890
LmjF.12.0940	LmjF.12.0940:mRNA	Leishmania major strain Friedlin	LmjF.12:442,787..443,944(+)	promastigote surface antigen protein 2 PSA2	LmxM.12.0890
LmjF.12.0960	LmjF.12.0960:mRNA	Leishmania major strain Friedlin	LmjF.12:449,204..451,210(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.0980	LmjF.12.0980:mRNA	Leishmania major strain Friedlin	LmjF.12:391,810..392,967(+)	promastigote surface antigen protein 2 PSA2	LmxM.12.0890
LmjF.12.0990	LmjF.12.0990:mRNA	Leishmania major strain Friedlin	LmjF.12:397,712..399,544(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.1000	LmjF.12.1000:mRNA	Leishmania major strain Friedlin	LmjF.12:401,990..403,147(+)	promastigote surface antigen protein 2 PSA2	LmxM.12.0890
LmjF.12.1020	LmjF.12.1020:mRNA	Leishmania major strain Friedlin	LmjF.12:529,861..531,471(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.1040	LmjF.12.1040:mRNA	Leishmania major strain Friedlin	LmjF.12:538,780..540,462(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.1060	LmjF.12.1060:mRNA	Leishmania major strain Friedlin	LmjF.12:455,108..456,790(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.12.1070	LmjF.12.1070:mRNA	Leishmania major strain Friedlin	LmjF.12:464,061..466,175(+)	surface antigen protein 2, putative	LmxM.12.0890
LmjF.12.1090	LmjF.12.1090:mRNA	Leishmania major strain Friedlin	LmjF.12:547,351..548,880(+)	surface antigen protein, putative	LmxM.12.0890
LmjF.13.1080	LmjF.13.1080:mRNA	Leishmania major strain Friedlin	LmjF.13:374,229..379,013(-)	hypothetical protein, unknown function	LmxM.13.1080
LmjF.15.0070	LmjF.15.0070:mRNA	Leishmania major strain Friedlin	LmjF.15:22,258..23,943(-)	hypothetical protein, conserved	LmxM.15.0070
LmjF.15.0160	LmjF.15.0160:mRNA	Leishmania major strain Friedlin	LmjF.15:58,110..60,617(-)	zinc finger (CCCH type) protein, putative	LmxM.15.0160
LmjF.15.0290	LmjF.15.0290:mRNA	Leishmania major strain Friedlin	LmjF.15:110,871..113,273(+)	hypothetical protein, conserved	LmxM.15.0290
LmjF.15.0310	LmjF.15.0310:mRNA	Leishmania major strain Friedlin	LmjF.15:116,513..118,477(+)	hypothetical protein, conserved	LmxM.15.0310
LmjF.15.0490	LmjF.15.0490:mRNA	Leishmania major strain Friedlin	LmjF.15:203,732..205,873(+)	hypothetical protein, conserved	LmxM.15.0490
LmjF.15.0500	LmjF.15.0500:mRNA	Leishmania major strain Friedlin	LmjF.15:206,811..209,816(+)	metalloprotease, putative	LmxM.15.0500
LmjF.15.0530	LmjF.15.0530:mRNA	Leishmania major strain Friedlin	LmjF.15:216,857..222,517(+)	hypothetical protein, conserved	LmxM.15.0530
LmjF.15.0540	LmjF.15.0540:mRNA	Leishmania major strain Friedlin	LmjF.15:223,973..226,012(+)	hypothetical protein, conserved	LmxM.15.0540
LmjF.15.0630	LmjF.15.0630:mRNA	Leishmania major strain Friedlin	LmjF.15:263,280..267,092(+)	hypothetical protein, unknown function	LmxM.15.0630
LmjF.15.0760	LmjF.15.0760:mRNA	Leishmania major strain Friedlin	LmjF.15:335,756..343,831(-)	ATP-binding cassette protein subfamily A, member 7, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.16.0440	LmjF.16.0440:mRNA	Leishmania major strain Friedlin	LmjF.16:152,866..156,429(-)	Bifunctional fucokinase/pyrophosphorylase	LmxM.16.0480
LmjF.16.0480	LmjF.16.0480:mRNA	Leishmania major strain Friedlin	LmjF.16:168,324..171,887(-)	Bifunctional arabino/fucokinase pyrophosphorylase	LmxM.16.0480
LmjF.16.0760	LmjF.16.0760:mRNA	Leishmania major strain Friedlin	LmjF.16:269,854..270,846(-)	transaldolase, putative	LmxM.16.0760
LmjF.17.0190	LmjF.17.0190:mRNA	Leishmania major strain Friedlin	LmjF.17:60,047..64,291(-)	receptor-type adenylate cyclase, putative	LmxM.17.0190,LmxM.17.0200
LmjF.17.0200	LmjF.17.0200:mRNA	Leishmania major strain Friedlin	LmjF.17:47,957..52,090(-)	receptor-type adenylate cyclase a	LmxM.17.0190,LmxM.17.0200
LmjF.17.0230	LmjF.17.0230:mRNA	Leishmania major strain Friedlin	LmjF.17:75,012..78,806(-)	receptor-type adenylate cyclase b	LmxM.17.0190,LmxM.17.0200
LmjF.17.0235	LmjF.17.0235:mRNA	Leishmania major strain Friedlin	LmjF.17:80,549..84,535(-)	receptor-type adenylate cyclase b	LmxM.17.0190,LmxM.17.0200
LmjF.17.0237	LmjF.17.0237:mRNA	Leishmania major strain Friedlin	LmjF.17:86,278..91,293(-)	receptor-type adenylate cyclase b	LmxM.17.0190,LmxM.17.0200
LmjF.17.0530	LmjF.17.0530:mRNA	Leishmania major strain Friedlin	LmjF.17:271,538..275,110(-)	hypothetical protein, conserved	LmxM.17.0530
LmjF.17.1440	LmjF.17.1440:mRNA	Leishmania major strain Friedlin	LmjF.17:669,283..673,527(+)	ion transport protein, putative	LmxM.17.1440
LmjF.20.1120	LmjF.20.1120:mRNA	Leishmania major strain Friedlin	LmjF.20:497,836..507,684(+)	phosphatidylinositol 3-kinase, putative	LmxM.20.1120
LmjF.20.1500	LmjF.20.1500:mRNA	Leishmania major strain Friedlin	LmjF.20:670,191..673,052(-)	hypothetical protein, conserved	LmxM.20.1500
LmjF.21.0430	LmjF.21.0430:mRNA	Leishmania major strain Friedlin	LmjF.21:138,525..139,718(+)	hypothetical protein, conserved	LmxM.21.0430
LmjF.22.1320	LmjF.22.1320:mRNA	Leishmania major strain Friedlin	LmjF.22:545,645..551,785(-)	hypothetical protein, unknown function	LmxM.22.1320
LmjF.22.1330	LmjF.22.1330:mRNA	Leishmania major strain Friedlin	LmjF.22:555,526..561,555(-)	hypothetical protein, conserved	LmxM.22.1330
LmjF.22.1350	LmjF.22.1350.1:mRNA	Leishmania major strain Friedlin	LmjF.22:567,913..571,402(-)	palmitoyl acyltransferase 11, putative	LmxM.11.1090
LmjF.22.1350	LmjF.22.1350.2:mRNA	Leishmania major strain Friedlin	LmjF.22:567,913..571,402(-)	palmitoyl acyltransferase 11, putative	LmxM.11.1090
LmjF.22.1650	LmjF.22.1650:mRNA	Leishmania major strain Friedlin	LmjF.22:677,592..678,752(+)	CobW/HypB/UreG, nucleotide-binding domain containing protein, putative	LmxM.22.1650
LmjF.23.0640	LmjF.23.0640:mRNA	Leishmania major strain Friedlin	LmjF.23:308,424..310,091(-)	hypothetical protein, conserved	LmxM.23.0640
LmjF.23.1540	LmjF.23.1540:mRNA	Leishmania major strain Friedlin	LmjF.23:752,663..755,560(+)	hypothetical protein, conserved	LmxM.23.1540
LmjF.23.1550	LmjF.23.1550:mRNA	Leishmania major strain Friedlin	LmjF.23:756,508..758,892(+)	hypothetical protein, conserved	LmxM.23.1550
LmjF.24.0100	LmjF.24.0100:mRNA	Leishmania major strain Friedlin	LmjF.24:20,224..21,063(+)	Calmodulin-binding, putative	LmxM.24.0100
LmjF.24.0470	LmjF.24.0470:mRNA	Leishmania major strain Friedlin	LmjF.24:162,207..163,469(+)	hypothetical protein, conserved	LmxM.24.0470
LmjF.24.0480	LmjF.24.0480:mRNA	Leishmania major strain Friedlin	LmjF.24:167,292..170,954(+)	Kelch motif/Galactose oxidase, central domain containing protein, putative	LmxM.24.0480
LmjF.24.0690	LmjF.24.0690:mRNA	Leishmania major strain Friedlin	LmjF.24:245,669..246,193(+)	hypothetical predicted transmembrane protein	LmxM.24.0690
LmjF.24.2340	LmjF.24.2340:mRNA	Leishmania major strain Friedlin	LmjF.24:836,490..837,905(+)	SpoU rRNA Methylase family, putative	LmxM.24.2340
LmjF.26.0710	LmjF.26.0710:mRNA	Leishmania major strain Friedlin	LmjF.26:195,601..198,408(-)	Sphingosine kinase	LmxM.26.0710
LmjF.26.2120	LmjF.26.2120:mRNA	Leishmania major strain Friedlin	LmjF.26:846,229..858,708(+)	hypothetical protein, conserved	LmxM.26.2120
LmjF.27.0490	LmjF.27.0490:mRNA	Leishmania major strain Friedlin	LmjF.27:144,134..157,795(+)	calpain-like cysteine peptidase, putative	LmxM.15.0440
LmjF.27.0500	LmjF.27.0500:mRNA	Leishmania major strain Friedlin	LmjF.27:164,885..183,379(+)	calpain-like cysteine peptidase, putative	LmxM.15.0440
LmjF.27.0510	LmjF.27.0510:mRNA	Leishmania major strain Friedlin	LmjF.27:194,587..210,663(+)	calpain-like cysteine peptidase, putative	LmxM.15.0440
LmjF.27.0670	LmjF.27.0670:mRNA	Leishmania major strain Friedlin	LmjF.27:261,190..262,692(+)	amino acid permease, putative	LmxM.30.0350
LmjF.27.0680	LmjF.27.0680:mRNA	Leishmania major strain Friedlin	LmjF.27:267,340..268,947(+)	amino acid permease, putative	LmxM.27.0680
LmjF.27.0970	LmjF.27.0970:mRNA	Leishmania major strain Friedlin	LmjF.27:410,527..416,061(-)	ATP-binding cassette protein subfamily A, member 8, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.27.0980	LmjF.27.0980:mRNA	Leishmania major strain Friedlin	LmjF.27:421,573..427,215(-)	ATP-binding cassette protein subfamily A, member 9, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.27.1895	LmjF.27.1895:mRNA	Leishmania major strain Friedlin	LmjF.27:815,529..819,338(-)	hypothetical protein, conserved	LmxM.27.1895
LmjF.28.3030	LmjF.28.3030:mRNA	Leishmania major strain Friedlin	LmjF.28:1,142,086..1,153,731(-)	Nucleoporin NUP149	LmxM.28.3030
LmjF.29.0620	LmjF.29.0620:mRNA	Leishmania major strain Friedlin	LmjF.29:230,353..235,953(-)	ATP-binding cassette protein subfamily A, member 10, putative	LmxM.11.1220,LmxM.11.1240,LmxM.11.1290
LmjF.29.0650	LmjF.29.0650:mRNA	Leishmania major strain Friedlin	LmjF.29:243,053..245,182(-)	phosphate transporter, putative	LmxM.03.0500
LmjF.29.2020	LmjF.29.2020:mRNA	Leishmania major strain Friedlin	LmjF.29:878,623..881,067(-)	5'-AMP-activated protein kinase catalytic subunit alpha, putative	LmxM.08_29.2020
LmjF.30.1080	LmjF.30.1080:mRNA	Leishmania major strain Friedlin	LmjF.30:354,169..362,019(+)	hypothetical protein, unknown function	LmxM.29.1080
LmjF.30.1240	LmjF.30.1240:mRNA	Leishmania major strain Friedlin	LmjF.30:423,874..425,115(+)	calcium-binding protein, putative	LmxM.29.1240
LmjF.31.0010	LmjF.31.0010:mRNA	Leishmania major strain Friedlin	LmjF.31:3,246..5,558(-)	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	LmxM.30.0010
LmjF.31.0030	LmjF.31.0030:mRNA	Leishmania major strain Friedlin	LmjF.31:9,542..12,700(-)	RING-variant domain containing protein, putative	LmxM.30.0030
LmjF.31.0280	LmjF.31.0280:mRNA	Leishmania major strain Friedlin	LmjF.31:73,946..74,971(-)	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative	LmxM.30.0280
LmjF.31.0320	LmjF.31.0320:mRNA	Leishmania major strain Friedlin	LmjF.31:90,450..92,057(-)	amino acid transporter, putative	LmxM.27.0680
LmjF.31.0330	LmjF.31.0330:mRNA	Leishmania major strain Friedlin	LmjF.31:95,194..96,696(-)	amino acid transporter aATP11, putative	LmxM.30.0350
LmjF.31.0340	LmjF.31.0340:mRNA	Leishmania major strain Friedlin	LmjF.31:102,752..104,155(-)	amino acid transporter aATP11, putative	LmxM.30.0350
LmjF.31.0350	LmjF.31.0350:mRNA	Leishmania major strain Friedlin	LmjF.31:107,840..109,375(-)	amino acid transporter aATP11, putative	LmxM.30.0350
LmjF.31.0360	LmjF.31.0360:mRNA	Leishmania major strain Friedlin	LmjF.31:110,759..113,734(-)	CRAL/TRIO domain containing protein, putative	LmxM.30.0360
LmjF.31.0450	LmjF.31.0450:mRNA	Leishmania major strain Friedlin	LmjF.31:152,044..152,637(-)	amastin, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.31.0800	LmjF.31.0800:mRNA	Leishmania major strain Friedlin	LmjF.31:289,685..291,628(-)	hypothetical protein, conserved	LmxM.30.0800,LmxM.30.0820
LmjF.31.0810	LmjF.31.0810:mRNA	Leishmania major strain Friedlin	LmjF.31:292,899..294,788(-)	hypothetical protein, conserved	LmxM.30.0800,LmxM.30.0820
LmjF.31.0820	LmjF.31.0820:mRNA	Leishmania major strain Friedlin	LmjF.31:297,195..298,142(-)	hypothetical protein, conserved	LmxM.30.0800,LmxM.30.0820
LmjF.31.2220	LmjF.31.2220:mRNA	Leishmania major strain Friedlin	LmjF.31:1,107,036..1,113,437(-)	hypothetical protein, unknown function	LmxM.30.2220
LmjF.31.3060	LmjF.31.3060:mRNA	Leishmania major strain Friedlin	LmjF.31:1,435,777..1,437,075(-)	ferrous iron transport protein, putative	LmxM.30.3060,LmxM.30.3070
LmjF.31.3070	LmjF.31.3070:mRNA	Leishmania major strain Friedlin	LmjF.31:1,439,906..1,441,204(-)	iron/zinc transporter protein-like protein	LmxM.30.3060,LmxM.30.3070
LmjF.32.1910	LmjF.32.1910:mRNA	Leishmania major strain Friedlin	LmjF.32:747,045..748,397(-)	hypothetical protein, conserved	LmxM.31.1910
LmjF.33.1160	LmjF.33.1160:mRNA	Leishmania major strain Friedlin	LmjF.33:543,108..543,551(+)	hypothetical protein, conserved	LmxM.32.1160
LmjF.33.1230	LmjF.33.1230:mRNA	Leishmania major strain Friedlin	LmjF.33:565,959..567,824(+)	WD domain, G-beta repeat, putative	LmxM.32.1240
LmjF.33.1240	LmjF.33.1240:mRNA	Leishmania major strain Friedlin	LmjF.33:568,819..571,389(+)	hypothetical protein, conserved	LmxM.32.1240
LmjF.33.1490	LmjF.33.1490:mRNA	Leishmania major strain Friedlin	LmjF.33:712,865..723,199(+)	hypothetical protein, conserved	LmxM.32.1490
LmjF.33.3070	LmjF.33.3070:mRNA	Leishmania major strain Friedlin	LmjF.33:1,492,385..1,515,040(+)	Flagellar Member 8	LmxM.32.3070partial
LmjF.33.3210	LmjF.33.3210:mRNA	Leishmania major strain Friedlin	LmjF.33:1,556,417..1,559,071(+)	beta prime cop protein, putative	LmxM.32.3210
LmjF.33.3220	LmjF.33.3220.1:mRNA	Leishmania major strain Friedlin	LmjF.33:1,560,026..1,564,297(+)	hypothetical protein, conserved	LmxM.32.3220
LmjF.33.3220	LmjF.33.3220.2:mRNA	Leishmania major strain Friedlin	LmjF.33:1,560,026..1,564,297(+)	hypothetical protein, conserved	LmxM.32.3220
LmjF.34.1560	LmjF.34.1560:mRNA	Leishmania major strain Friedlin	LmjF.34:709,260..709,835(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1570	LmjF.34.1570:mRNA	Leishmania major strain Friedlin	LmjF.34:712,034..714,028(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1580	LmjF.34.1580:mRNA	Leishmania major strain Friedlin	LmjF.34:716,811..717,389(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1590	LmjF.34.1590:mRNA	Leishmania major strain Friedlin	LmjF.34:719,588..721,582(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1600	LmjF.34.1600:mRNA	Leishmania major strain Friedlin	LmjF.34:724,398..724,925(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1610	LmjF.34.1610:mRNA	Leishmania major strain Friedlin	LmjF.34:726,853..728,847(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1620	LmjF.34.1620:mRNA	Leishmania major strain Friedlin	LmjF.34:731,617..732,195(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1630	LmjF.34.1630:mRNA	Leishmania major strain Friedlin	LmjF.34:734,394..736,388(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1640	LmjF.34.1640:mRNA	Leishmania major strain Friedlin	LmjF.34:739,148..739,723(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
LmjF.34.1650	LmjF.34.1650:mRNA	Leishmania major strain Friedlin	LmjF.34:741,995..743,989(-)	tuzin-like protein	LmxM.33.1590
LmjF.34.1660	LmjF.34.1660:mRNA	Leishmania major strain Friedlin	LmjF.34:746,747..747,325(-)	amastin-like surface protein, putative	LmxM.08.0720,LmxM.30.0450a,LmxM.30.0450c,LmxM.30.0450d,LmxM.30.0450e,LmxM.30.0450h,LmxM.33.1900
